brand,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(cc),max_power(bhp),seats,selling_price
Volvo,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000
Toyota,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000
Maruti,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000
Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000
Honda,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000
Toyota,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000
Maruti,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000
Toyota,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000
Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000
Hyundai,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000
BMW,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000
BMW,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000
Honda,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000
Skoda,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000
Volvo,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000
Renault,2016,25000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,300000
Nissan,2014,150000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,540000
Maruti,2018,10000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,580000
Hyundai,2015,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,1000000
Tata,2017,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,459999
Maruti,2015,50000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,635000
Hyundai,2014,83000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,650000
Maruti,2013,116000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,525000
Fiat,2015,60000,Petrol,Individual,Manual,Third Owner,15.8,1172.0,67.1,5.0,350000
Maruti,2008,175802,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,320000
Toyota,2006,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,450000
Volkswagen,2011,73840,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5.0,227000
Mahindra,2011,162000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8.0,325000
Datsun,2018,20000,Petrol,Individual,Automatic,First Owner,23.0,999.0,67.0,5.0,275000
Hyundai,2013,75000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,300000
Mahindra,2011,320000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8.0,400000
Volkswagen,2015,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0,550000
Maruti,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,550000
Skoda,2017,40000,Diesel,Individual,Automatic,First Owner,21.66,1498.0,108.6,5.0,900000
Maruti,2010,20000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,165000
Hyundai,2014,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,210000
Renault,2016,30000,Diesel,Individual,Manual,First Owner,19.64,1461.0,108.45,5.0,650000
Mahindra,2014,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,680000
Renault,2019,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,390000
Renault,2016,80000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,260000
Maruti,2013,67000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,450000
Hyundai,2008,120000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,130000
Maruti,2019,9000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,890000
Volvo,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000
Volkswagen,2010,80000,Petrol,Individual,Manual,Second Owner,14.0,1595.0,102.0,5.0,225000
Toyota,2018,60000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,3200000
Tata,2010,120000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,210000
Toyota,2014,60000,Diesel,Individual,Automatic,First Owner,11.0,2982.0,170.3,7.0,3500000
Honda,2014,80000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5.0,750000
Chevrolet,2011,120000,Diesel,Individual,Manual,Second Owner,12.2,2499.0,80.0,10.0,350000
Honda,2019,24857,Petrol,Dealer,Automatic,Test Drive Car,16.5,1799.0,139.46,5.0,2000000
Hyundai,2017,26442,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,270000
Maruti,2017,35000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,700000
Maruti,2010,28000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,130000
Maruti,2015,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,650000
Maruti,2005,39000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,55000
Maruti,2017,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,475000
Nissan,2013,50000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,325000
Honda,2017,40000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5.0,615000
Hyundai,2015,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,390000
Maruti,2019,15000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000
Maruti,2015,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,440000
Honda,2014,70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,600000
Chevrolet,2012,80000,Petrol,Individual,Manual,First Owner,16.2,995.0,62.1,5.0,170000
Mahindra,2013,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,499000
Hyundai,2012,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,525000
Nissan,2015,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,580000
Chevrolet,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,420000
Toyota,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,1300000
Hyundai,2016,80000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0,800000
Maruti,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,600000
Honda,2017,50000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5.0,400000
Maruti,2017,65000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,700000
Maruti,2017,35000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,800000
Honda,2015,90000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,600000
Maruti,2016,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,580000
Renault,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,350000
Ford,2011,147000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,204999
Mahindra,2017,20000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,1350000
Hyundai,2009,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,310000
Toyota,2011,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,700000
Ford,2016,69000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,459999
Maruti,2017,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,860000
Hyundai,2012,97000,LPG,Individual,Manual,Third Owner,17.1,1086.0,68.1,5.0,275000
Renault,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,390000
Tata,2018,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,1525000
Maruti,2005,50800,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5.0,110000
Maruti,2017,10000,Petrol,Dealer,Manual,First Owner,23.1,998.0,67.04,5.0,484999
BMW,2018,30000,Diesel,Individual,Automatic,First Owner,17.09,2993.0,261.4,4.0,5830000
Maruti,2012,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,185000
Hyundai,2018,40142,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0,665000
Hyundai,2019,9400,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,721000
Mahindra,2016,62000,Diesel,Dealer,Manual,First Owner,25.32,1198.0,77.0,5.0,390000
Tata,2011,90000,Diesel,Dealer,Manual,First Owner,18.8,1248.0,90.0,5.0,190000
Mahindra,2019,12584,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105.0,6.0,975000
Datsun,2016,49000,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,5.0,275000
Maruti,2016,32000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0,315000
Hyundai,2019,4300,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.86,5.0,685000
Maruti,2019,14548,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,595000
Ford,2018,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5.0,900000
Maruti,2018,48500,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7.0,950000
Maruti,2016,38000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0,275000
Hyundai,2017,28782,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,570000
Hyundai,2018,28451,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,700000
Maruti,2018,36500,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,910000
Maruti,2018,44885,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5.0,751000
Hyundai,2014,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,225000
Tata,2009,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,135000
Maruti,2017,79000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7.0,825000
Toyota,2015,91000,Diesel,Dealer,Automatic,Second Owner,12.55,2982.0,168.5,7.0,1650000
Maruti,2018,50000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,875000
Maruti,2016,81000,Diesel,Dealer,Manual,Second Owner,28.09,1248.0,88.5,5.0,650000
Jeep,2019,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368.0,160.0,5.0,1450000
Hyundai,2017,41000,Diesel,Dealer,Manual,First Owner,20.5,1582.0,126.2,5.0,975000
Maruti,2019,50000,Diesel,Dealer,Manual,First Owner,24.52,1248.0,88.5,7.0,925000
Maruti,2016,66000,Diesel,Dealer,Manual,First Owner,20.77,1248.0,88.8,7.0,725000
Maruti,2013,65000,Diesel,Dealer,Manual,First Owner,20.77,1248.0,88.76,7.0,550000
Hyundai,2014,76000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5.0,550000
Toyota,2013,95000,Diesel,Dealer,Manual,First Owner,12.8,2494.0,102.0,7.0,750000
Honda,2013,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497.0,118.0,5.0,475000
Datsun,2017,65000,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,7.0,325000
Maruti,2017,76000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7.0,725000
Maruti,2018,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373.0,93.7,7.0,775000
Maruti,2017,70000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0,625000
Hyundai,2009,56000,Petrol,Dealer,Manual,Second Owner,19.2775,1148.5,79.88,5.0,195000
Maruti,2014,89000,Diesel,Dealer,Manual,First Owner,22.9,1248.0,74.0,5.0,470000
Toyota,2017,98000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7.0,1750000
Toyota,2016,90000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7.0,1650000
Hyundai,2018,70000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,1050000
Maruti,2013,57000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,380000
Maruti,2017,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,650000
Hyundai,2016,49200,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,275000
Honda,2009,125000,Petrol,Individual,Manual,Second Owner,13.5,1799.0,130.0,5.0,220000
Hyundai,2008,60000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,200000
Maruti,2015,120000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,5.0,315000
Maruti,2004,110000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,90000
Maruti,2007,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,120000
Maruti,2006,168000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,90000
Mahindra,2018,30000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,1500000
Hyundai,2015,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,370000
Maruti,2016,131111,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,595000
Mahindra,2007,120000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5.0,150000
Maruti,2012,58400,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,400000
Maruti,2016,23400,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.1,5.0,310000
Maruti,2018,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,385000
Maruti,2005,158107,Petrol,Individual,Manual,Second Owner,19.21963068181816,980.0511363636364,61.32218749999984,5.0,105000
Mahindra,2014,90000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,750000
Hyundai,2019,3010,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,521000
Tata,2010,80000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,180000
Ford,2011,155000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,220000
Maruti,1998,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,40000
Hyundai,2018,4000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,540000
Maruti,2007,35000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,140000
Maruti,2003,121000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,200000
Ford,2015,110000,Diesel,Individual,Manual,Second Owner,22.77,1498.0,98.59,5.0,650000
Ford,2010,170000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,229999
Maruti,2010,175000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,305000
Mahindra,2018,30000,Diesel,Individual,Manual,First Owner,16.0,1997.0,140.0,7.0,1400000
Ford,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,200000
Ford,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,200000
Mahindra,2010,77088,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8.0,465000
Nissan,2011,110000,Diesel,Individual,Manual,Third Owner,23.08,1461.0,63.1,5.0,210000
Mahindra,2016,136511,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,570000
Maruti,2015,80000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,570000
Maruti,2015,60000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,650000
Maruti,2016,36000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,620000
Maruti,2012,65000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,250000
BMW,2011,50000,Diesel,Individual,Automatic,First Owner,17.05,1995.0,184.0,5.0,1000000
Maruti,2012,60000,LPG,Individual,Manual,First Owner,23.58,998.0,58.2,5.0,300000
Fiat,2013,82500,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5.0,300000
Ford,2018,30000,Diesel,Individual,Manual,Second Owner,23.0,1498.0,98.96,5.0,810000
Chevrolet,2011,100000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,270000
Maruti,2015,70000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,470000
Tata,2017,85000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,5.0,400000
Maruti,2014,60000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,300000
Maruti,2015,20000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5.0,170000
Renault,2014,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,455999
Mahindra,2009,100000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8.0,121000
Hyundai,2002,75000,Petrol,Individual,Manual,Second Owner,18.622931937172773,1148.7329842931938,76.06890052356023,5.0,35000
Maruti,2005,100000,Petrol,Individual,Manual,First Owner,20.34820089955028,1032.0524737631185,66.88156950672662,5.0,85000
Maruti,2016,80000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0,650000
Tata,2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,350000
Chevrolet,2013,139000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,125000
Maruti,2005,90000,Petrol,Individual,Automatic,Second Owner,19.7,796.0,46.3,5.0,80000
Maruti,2009,120000,Petrol,Individual,Manual,First Owner,20.34820089955028,1032.0524737631185,66.88156950672662,5.0,120000
Honda,2008,100000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0,250000
Volkswagen,2011,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,225000
Mahindra,2007,105000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,215000
Hyundai,2017,40000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,450000
Hyundai,2017,90000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,509999
Maruti,2015,36710,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,245000
Mahindra,2018,50000,Diesel,Individual,Manual,First Owner,23.5,909.0,45.0,8.0,400000
Maruti,2016,28180,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5.0,620000
Maruti,2017,44000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5.0,650000
Tata,2019,15000,Diesel,Individual,Manual,First Owner,17.0,1956.0,138.1,5.0,1700000
Datsun,2019,4000,Petrol,Individual,Manual,First Owner,19.72,1198.0,67.0,7.0,590000
Maruti,2014,30000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,370000
Maruti,2013,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,350000
Maruti,2017,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,580000
Hyundai,2018,56000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,450000
Hyundai,2017,19000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,600000
Ford,2016,30000,Diesel,Individual,Automatic,First Owner,12.62,2198.0,158.0,7.0,2400000
Hyundai,2017,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,450000
Tata,2009,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,150000
Maruti,2019,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,400000
Maruti,2013,85000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,185000
Maruti,2018,50000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,625000
Hyundai,2019,20000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,700000
Maruti,2017,25000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,390000
Tata,2018,25000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,625000
Maruti,2014,50000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,400000
Hyundai,2011,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396.0,90.0,5.0,380000
Toyota,2009,90000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,400000
Tata,2019,100000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,620000
Ford,2008,180000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,5.0,190000
Maruti,2013,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,210000
Maruti,2012,80000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5.0,270000
Maruti,1999,100000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5.0,45000
Hyundai,2014,93000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,220000
Mahindra,2014,11500,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,550000
Hyundai,2013,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,370000
Hyundai,2006,100000,Petrol,Individual,Automatic,Second Owner,17.143750000000004,1345.25,95.865,5.0,95000
Mahindra,2015,50000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,9.0,650000
Honda,2012,120000,Petrol,Individual,Manual,First Owner,16.8,1497.0,116.3,5.0,550000
Ford,2010,100000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,225000
Maruti,2004,57000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,40000
Hyundai,2016,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,280000
Ford,2017,44077,Petrol,Dealer,Automatic,First Owner,17.01,1499.0,110.5,5.0,570000
Maruti,2017,90000,Petrol,Individual,Manual,Second Owner,24.7,796.0,47.3,5.0,290000
Hyundai,2018,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,720000
Ford,2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,800000
Hyundai,2012,20000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,265000
Maruti,2010,90000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,135000
Ford,2016,70000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,350000
Maruti,2008,80000,Petrol,Individual,Manual,Second Owner,19.21963068181816,980.0511363636364,61.32218749999984,5.0,200000
Chevrolet,2016,80000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,8.0,490000
Hyundai,2012,72000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,450000
Mahindra,2016,50000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,950000
Maruti,2012,90000,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5.0,355000
Hyundai,2019,17000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,700000
Mahindra,2012,70000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,459999
Volkswagen,2012,74000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,350000
Maruti,2006,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,85000
Maruti,2016,15000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,290000
Honda,2019,72000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,1000000
Tata,2008,25000,Petrol,Individual,Manual,Second Owner,16.84,1193.0,64.4,5.0,85000
